target	compound	pchembl_value	
CHEMBL2695	CHEMBL3545085	7.660	
CHEMBL2689	CHEMBL3545085	5.630	
CHEMBL267	CHEMBL3545085	6.340	
CHEMBL258	CHEMBL3545085	6.780	
CHEMBL2393	CHEMBL3545085	5.390	
CHEMBL2349	CHEMBL3545085	5.620	
CHEMBL2185	CHEMBL3545085	8.400	
CHEMBL2073	CHEMBL3545085	6.770	
CHEMBL2068	CHEMBL3545085	7.500	
CHEMBL1981	CHEMBL3545085	6.840	
CHEMBL1974	CHEMBL3545085	8.300	
CHEMBL1957	CHEMBL3545085	6.710	
CHEMBL1862	CHEMBL3545085	7.757	
CHEMBL1841	CHEMBL3545085	7.640	
CHEMBL6166	CHEMBL3545083	6.900	
CHEMBL6029	CHEMBL3545083	5.420	
CHEMBL5941	CHEMBL3545083	5.980	
CHEMBL5699	CHEMBL3545083	6.680	
CHEMBL5579	CHEMBL3545083	6.120	
CHEMBL5467	CHEMBL3545083	6.820	
CHEMBL5408	CHEMBL3545083	5.700	
CHEMBL5146	CHEMBL3545083	5.910	
CHEMBL5084	CHEMBL3545083	4.710	
CHEMBL5052	CHEMBL3545083	5.990	
CHEMBL4948	CHEMBL3545083	6.270	
CHEMBL4900	CHEMBL3545083	6.710	
CHEMBL4597	CHEMBL3545083	8.520	
CHEMBL4578	CHEMBL3545083	5.840	
CHEMBL4523	CHEMBL3545083	7.380	
CHEMBL4522	CHEMBL3545083	8.100	
CHEMBL4516	CHEMBL3545083	5.960	
CHEMBL4355	CHEMBL3545083	8.400	
CHEMBL4267	CHEMBL3545083	7.100	
CHEMBL4225	CHEMBL3545083	7.750	
CHEMBL4224	CHEMBL3545083	8.700	
CHEMBL4203	CHEMBL3545083	8.700	
CHEMBL4179	CHEMBL3545083	6.430	
CHEMBL4105933	CHEMBL3545083	7.660	
CHEMBL4105743	CHEMBL3545083	6.340	
CHEMBL4070	CHEMBL3545083	8.100	
CHEMBL3938	CHEMBL3545083	6.290	
CHEMBL3886	CHEMBL3545083	5.950	
CHEMBL3830	CHEMBL3545083	7.660	
CHEMBL3529	CHEMBL3545083	5.720	
CHEMBL331	CHEMBL3545083	8.400	
CHEMBL3116	CHEMBL3545083	8.240	
CHEMBL308	CHEMBL3545083	7.285	
CHEMBL3055	CHEMBL3545083	6.810	
CHEMBL301	CHEMBL3545083	7.830	
CHEMBL2850	CHEMBL3545083	8.150	
CHEMBL2835	CHEMBL3545083	6.860	
CHEMBL2828	CHEMBL3545083	5.910	
CHEMBL2793	CHEMBL3545083	5.090	
CHEMBL2708	CHEMBL3545083	6.580	
CHEMBL2637	CHEMBL3545083	7.960	
CHEMBL262	CHEMBL3545083	8.100	
CHEMBL2426	CHEMBL3545083	5.500	
CHEMBL2292	CHEMBL3545083	7.470	
CHEMBL2276	CHEMBL3545083	6.140	
CHEMBL2171	CHEMBL3545083	5.710	
CHEMBL1974	CHEMBL3545083	6.490	
CHEMBL1938223	CHEMBL3545083	5.760	
CHEMBL1913	CHEMBL3545083	5.870	
CHEMBL1795192	CHEMBL3545083	6.000	
CHEMBL1770034	CHEMBL3545083	5.660	
CHEMBL1163126	CHEMBL3545083	8.100	
CHEMBL4501	CHEMBL3545076	8.110	
CHEMBL3231	CHEMBL3545065	8.700	
CHEMBL286	CHEMBL3545059	8.680	
CHEMBL4427	CHEMBL3545043	6.620	
CHEMBL3227	CHEMBL3545036	7.770	
CHEMBL5145	CHEMBL3545027	6.960	
CHEMBL242	CHEMBL3545017	7.820	
CHEMBL206	CHEMBL3545017	7.660	
CHEMBL5909	CHEMBL3544988	4.680	
CHEMBL5697	CHEMBL3544988	7.170	
CHEMBL6166	CHEMBL3544983	5.720	
CHEMBL5810	CHEMBL3544983	8.100	
CHEMBL5432	CHEMBL3544983	5.740	
CHEMBL5319	CHEMBL3544983	7.140	
CHEMBL5251	CHEMBL3544983	5.790	
CHEMBL5146	CHEMBL3544983	6.950	
CHEMBL5122	CHEMBL3544983	5.820	
CHEMBL5014	CHEMBL3544983	7.480	
CHEMBL4948	CHEMBL3544983	4.180	
CHEMBL4937	CHEMBL3544983	5.990	
CHEMBL4852	CHEMBL3544983	6.040	
CHEMBL4670	CHEMBL3544983	8.700	
CHEMBL4602	CHEMBL3544983	7.660	
CHEMBL4601	CHEMBL3544983	6.760	
CHEMBL4439	CHEMBL3544983	5.480	
CHEMBL4355	CHEMBL3544983	6.210	
CHEMBL4202	CHEMBL3544983	5.470	
CHEMBL4014	CHEMBL3544983	6.200	
CHEMBL3988	CHEMBL3544983	6.360	
CHEMBL3981	CHEMBL3544983	5.720	
CHEMBL3956	CHEMBL3544983	5.760	
CHEMBL3905	CHEMBL3544983	5.950	
CHEMBL3778	CHEMBL3544983	5.930	
CHEMBL3290	CHEMBL3544983	6.350	
CHEMBL3234	CHEMBL3544983	5.930	
CHEMBL267	CHEMBL3544983	5.950	
CHEMBL258	CHEMBL3544983	6.680	
CHEMBL2208	CHEMBL3544983	5.820	
CHEMBL2073	CHEMBL3544983	5.410	
CHEMBL2068	CHEMBL3544983	6.300	
CHEMBL203	CHEMBL3544983	8.470	
CHEMBL1868	CHEMBL3544983	7.300	
CHEMBL1862	CHEMBL3544983	6.040	
CHEMBL1795199	CHEMBL3544983	6.440	
CHEMBL1941	CHEMBL3544974	8.240	
CHEMBL5261	CHEMBL3544966	8.700	
CHEMBL5084	CHEMBL3544966	5.540	
CHEMBL5081	CHEMBL3544966	5.060	
CHEMBL4522	CHEMBL3544966	6.400	
CHEMBL4355	CHEMBL3544966	5.130	
CHEMBL4225	CHEMBL3544966	9.400	
CHEMBL4224	CHEMBL3544966	7.600	
CHEMBL4202	CHEMBL3544966	5.370	
CHEMBL4105933	CHEMBL3544966	7.110	
CHEMBL4070	CHEMBL3544966	7.770	
CHEMBL3981	CHEMBL3544966	6.500	
CHEMBL3830	CHEMBL3544966	7.460	
CHEMBL3587	CHEMBL3544966	4.730	
CHEMBL3125	CHEMBL3544966	6.300	
CHEMBL2964	CHEMBL3544966	5.280	
CHEMBL2828	CHEMBL3544966	4.670	
CHEMBL2543	CHEMBL3544966	6.010	
CHEMBL2426	CHEMBL3544966	4.760	
CHEMBL2292	CHEMBL3544966	6.500	
CHEMBL2147	CHEMBL3544966	6.690	
CHEMBL1938223	CHEMBL3544966	7.240	
CHEMBL1770034	CHEMBL3544966	6.480	
CHEMBL5903	CHEMBL3544964	5.230	
CHEMBL5261	CHEMBL3544964	6.640	
CHEMBL5258	CHEMBL3544964	6.930	
CHEMBL5121	CHEMBL3544964	4.585	
CHEMBL4522	CHEMBL3544964	5.530	
CHEMBL4355	CHEMBL3544964	4.570	
CHEMBL4105933	CHEMBL3544964	6.330	
CHEMBL4079	CHEMBL3544964	4.750	
CHEMBL4040	CHEMBL3544964	8.241	
CHEMBL3830	CHEMBL3544964	6.400	
CHEMBL3717	CHEMBL3544964	6.420	
CHEMBL3385	CHEMBL3544964	8.283	
CHEMBL2850	CHEMBL3544964	5.660	
CHEMBL262	CHEMBL3544964	6.220	
CHEMBL1913	CHEMBL3544964	5.400	
CHEMBL1795192	CHEMBL3544964	5.240	
CHEMBL6186	CHEMBL3544960	7.300	
CHEMBL6167	CHEMBL3544960	7.570	
CHEMBL4101	CHEMBL3544960	7.820	
CHEMBL4079	CHEMBL3544960	6.770	
CHEMBL3231	CHEMBL3544960	7.570	
CHEMBL3032	CHEMBL3544960	8.050	
CHEMBL2996	CHEMBL3544960	7.360	
CHEMBL2918	CHEMBL3544960	7.850	
CHEMBL2553	CHEMBL3544960	7.070	
CHEMBL2431	CHEMBL3544960	6.400	
CHEMBL5701	CHEMBL3544944	5.640	
CHEMBL5579	CHEMBL3544944	5.440	
CHEMBL4070	CHEMBL3544944	7.660	
CHEMBL262	CHEMBL3544944	5.060	
CHEMBL2292	CHEMBL3544944	7.400	
CHEMBL2147	CHEMBL3544944	7.660	
CHEMBL6144	CHEMBL3544932	5.920	
CHEMBL5903	CHEMBL3544932	6.600	
CHEMBL5754	CHEMBL3544932	5.990	
CHEMBL5699	CHEMBL3544932	6.940	
CHEMBL5698	CHEMBL3544932	6.150	
CHEMBL5600	CHEMBL3544932	5.620	
CHEMBL5469	CHEMBL3544932	6.720	
CHEMBL5432	CHEMBL3544932	5.030	
CHEMBL5408	CHEMBL3544932	5.560	
CHEMBL5334	CHEMBL3544932	6.250	
CHEMBL5319	CHEMBL3544932	4.860	
CHEMBL5251	CHEMBL3544932	6.480	
CHEMBL5146	CHEMBL3544932	6.880	
CHEMBL5122	CHEMBL3544932	5.630	
CHEMBL5081	CHEMBL3544932	7.570	
CHEMBL4948	CHEMBL3544932	5.170	
CHEMBL4924	CHEMBL3544932	6.050	
CHEMBL4901	CHEMBL3544932	5.630	
CHEMBL4852	CHEMBL3544932	5.270	
CHEMBL4722	CHEMBL3544932	7.735	
CHEMBL4708	CHEMBL3544932	5.560	
CHEMBL4630	CHEMBL3544932	5.760	
CHEMBL4602	CHEMBL3544932	6.210	
CHEMBL4601	CHEMBL3544932	6.750	
CHEMBL4599	CHEMBL3544932	6.550	
CHEMBL4598	CHEMBL3544932	5.460	
CHEMBL4578	CHEMBL3544932	5.640	
CHEMBL4522	CHEMBL3544932	6.160	
CHEMBL4439	CHEMBL3544932	6.710	
CHEMBL4246	CHEMBL3544932	6.550	
CHEMBL4223	CHEMBL3544932	6.650	
CHEMBL4202	CHEMBL3544932	5.870	
CHEMBL4105816	CHEMBL3544932	5.470	
CHEMBL4105743	CHEMBL3544932	6.610	
CHEMBL4070	CHEMBL3544932	4.540	
CHEMBL4045	CHEMBL3544932	5.640	
CHEMBL4014	CHEMBL3544932	6.380	
CHEMBL3988	CHEMBL3544932	7.660	
CHEMBL3987	CHEMBL3544932	6.290	
CHEMBL3982	CHEMBL3544932	6.240	
CHEMBL3981	CHEMBL3544932	6.020	
CHEMBL3959	CHEMBL3544932	4.050	
CHEMBL3938	CHEMBL3544932	6.070	
CHEMBL3905	CHEMBL3544932	6.450	
CHEMBL3831	CHEMBL3544932	5.630	
CHEMBL3788	CHEMBL3544932	7.390	
CHEMBL3778	CHEMBL3544932	5.670	
CHEMBL3650	CHEMBL3544932	5.860	
CHEMBL3290	CHEMBL3544932	6.170	
CHEMBL3234	CHEMBL3544932	6.840	
CHEMBL3125	CHEMBL3544932	5.520	
CHEMBL3116	CHEMBL3544932	5.440	
CHEMBL3055	CHEMBL3544932	6.690	
CHEMBL299	CHEMBL3544932	5.790	
CHEMBL2964	CHEMBL3544932	5.400	
CHEMBL2850	CHEMBL3544932	4.650	
CHEMBL2815	CHEMBL3544932	6.070	
CHEMBL2708	CHEMBL3544932	5.600	
CHEMBL2695	CHEMBL3544932	6.580	
CHEMBL267	CHEMBL3544932	7.040	
CHEMBL262	CHEMBL3544932	5.210	
CHEMBL2599	CHEMBL3544932	5.330	
CHEMBL258	CHEMBL3544932	6.980	
CHEMBL2553	CHEMBL3544932	5.470	
CHEMBL2453	CHEMBL3544932	6.290	
CHEMBL2393	CHEMBL3544932	6.450	
CHEMBL2345	CHEMBL3544932	5.220	
CHEMBL2185	CHEMBL3544932	7.360	
CHEMBL2073	CHEMBL3544932	7.660	
CHEMBL2068	CHEMBL3544932	6.750	
CHEMBL203	CHEMBL3544932	5.830	
CHEMBL1974	CHEMBL3544932	6.260	
CHEMBL1913	CHEMBL3544932	5.340	
CHEMBL1862	CHEMBL3544932	6.510	
CHEMBL1841	CHEMBL3544932	7.020	
CHEMBL4051	CHEMBL3544914	6.570	
CHEMBL5451	CHEMBL3544913	5.220	
CHEMBL5202	CHEMBL3544913	4.820	
CHEMBL5163	CHEMBL3544913	4.640	
CHEMBL4296	CHEMBL3544913	5.210	
CHEMBL4187	CHEMBL3544913	4.890	
CHEMBL3585	CHEMBL3544913	4.500	
CHEMBL2072	CHEMBL3544913	5.000	
CHEMBL1980	CHEMBL3544913	4.790	
CHEMBL1845	CHEMBL3544913	4.740	
CHEMBL5163	CHEMBL3544912	4.200	
CHEMBL240	CHEMBL3544912	4.900	
CHEMBL2039	CHEMBL3544912	8.400	
CHEMBL5784	CHEMBL3544911	7.190	
CHEMBL4630	CHEMBL3544911	9.250	
CHEMBL4501	CHEMBL3544911	6.420	
CHEMBL2527	CHEMBL3544911	7.795	
CHEMBL240	CHEMBL3544911	4.700	
CHEMBL2250	CHEMBL3544911	5.360	
CHEMBL1974	CHEMBL3544911	6.410	
CHEMBL4261	CHEMBL354349	6.000	
CHEMBL1293224	CHEMBL354349	5.900	
CHEMBL232	CHEMBL353972	5.710	
CHEMBL1942	CHEMBL353972	8.650	
CHEMBL1867	CHEMBL353972	8.615	
CHEMBL325	CHEMBL353581	8.570	
CHEMBL3192	CHEMBL353581	6.000	
CHEMBL2563	CHEMBL353581	5.320	
CHEMBL1865	CHEMBL353581	8.010	
CHEMBL1829	CHEMBL353581	8.100	
CHEMBL3922	CHEMBL3527358	10.020	
CHEMBL3105	CHEMBL3527000	7.300	
CHEMBL4286	CHEMBL35241	5.620	
CHEMBL2611	CHEMBL35241	5.270	
CHEMBL2118	CHEMBL35241	7.890	
CHEMBL2167	CHEMBL351706	8.890	
CHEMBL4050	CHEMBL350775	5.130	
CHEMBL2052031	CHEMBL350775	5.070	
CHEMBL1902	CHEMBL350775	7.770	
CHEMBL3155	CHEMBL350221	8.670	
CHEMBL214	CHEMBL350221	8.890	
CHEMBL1293224	CHEMBL350221	4.600	
CHEMBL5393	CHEMBL35	5.500	
CHEMBL4789	CHEMBL35	6.300	
CHEMBL4235	CHEMBL35	5.420	
CHEMBL3969	CHEMBL35	6.490	
CHEMBL3729	CHEMBL35	6.250	
CHEMBL3594	CHEMBL35	6.380	
CHEMBL3510	CHEMBL35	7.280	
CHEMBL3242	CHEMBL35	6.580	
CHEMBL261	CHEMBL35	7.210	
CHEMBL2326	CHEMBL35	6.290	
CHEMBL205	CHEMBL35	7.190	
CHEMBL1795168	CHEMBL35	4.730	
CHEMBL1293267	CHEMBL35	5.217	
CHEMBL5393	CHEMBL348475	6.454	
CHEMBL4302	CHEMBL348475	7.029	
CHEMBL3004	CHEMBL348475	4.620	
CHEMBL4409	CHEMBL348000	3.900	
CHEMBL234	CHEMBL346331	5.370	
CHEMBL233	CHEMBL346331	7.450	
CHEMBL217	CHEMBL346331	4.460	
CHEMBL4429	CHEMBL346178	8.752	
CHEMBL249	CHEMBL346178	6.426	
CHEMBL2327	CHEMBL346178	7.207	
CHEMBL290	CHEMBL34431	7.160	
CHEMBL250	CHEMBL34431	5.575	
CHEMBL1889	CHEMBL344159	7.015	
CHEMBL1790	CHEMBL344159	8.797	
CHEMBL3972	CHEMBL34412	7.689	
CHEMBL1075138	CHEMBL343633	8.400	
CHEMBL5103	CHEMBL343448	8.505	
CHEMBL4145	CHEMBL343448	5.960	
CHEMBL3524	CHEMBL343448	6.584	
CHEMBL3310	CHEMBL343448	9.520	
CHEMBL325	CHEMBL343448	8.128	
CHEMBL3192	CHEMBL343448	9.013	
CHEMBL2716	CHEMBL343448	5.900	
CHEMBL2563	CHEMBL343448	6.260	
CHEMBL1865	CHEMBL343448	6.413	
CHEMBL1829	CHEMBL343448	8.640	
CHEMBL1163125	CHEMBL343448	7.440	
CHEMBL1892	CHEMBL3427435	6.400	
CHEMBL5701	CHEMBL3426621	4.930	
CHEMBL5600	CHEMBL3426621	4.240	
CHEMBL5432	CHEMBL3426621	5.490	
CHEMBL4900	CHEMBL3426621	5.430	
CHEMBL4045	CHEMBL3426621	5.490	
CHEMBL3959	CHEMBL3426621	5.430	
CHEMBL3831	CHEMBL3426621	5.220	
CHEMBL3788	CHEMBL3426621	5.090	
CHEMBL3231	CHEMBL3426621	7.319	
CHEMBL3116	CHEMBL3426621	4.880	
CHEMBL3032	CHEMBL3426621	6.540	
CHEMBL2996	CHEMBL3426621	5.610	
CHEMBL2393	CHEMBL3426621	5.740	
CHEMBL2185	CHEMBL3426621	5.940	
CHEMBL2109	CHEMBL3426621	5.510	
CHEMBL5255	CHEMBL34259	5.980	
CHEMBL5064	CHEMBL34259	6.825	
CHEMBL4833	CHEMBL34259	7.920	
CHEMBL2518	CHEMBL34259	6.060	
CHEMBL2311236	CHEMBL34259	6.960	
CHEMBL2121	CHEMBL34259	6.723	
CHEMBL202	CHEMBL34259	7.892	
CHEMBL1952	CHEMBL34259	5.056	
CHEMBL1795188	CHEMBL34259	6.920	
CHEMBL1293224	CHEMBL34259	4.617	
CHEMBL1075138	CHEMBL34259	4.125	
CHEMBL214	CHEMBL3421729	5.420	
CHEMBL1889	CHEMBL3416885	8.630	
CHEMBL1795117	CHEMBL3414626	8.955	
CHEMBL227	CHEMBL34124	7.410	
CHEMBL4722	CHEMBL3408947	6.477	
CHEMBL4128	CHEMBL3408947	7.173	
CHEMBL3788	CHEMBL3408947	8.631	
CHEMBL3650	CHEMBL3408947	5.960	
CHEMBL2815	CHEMBL3408947	7.460	
CHEMBL2185	CHEMBL3408947	6.990	
CHEMBL4105932	CHEMBL3408248	5.820	
CHEMBL4005	CHEMBL3408248	6.790	
CHEMBL3267	CHEMBL3408248	5.695	
CHEMBL3145	CHEMBL3408248	8.460	
CHEMBL3130	CHEMBL3408248	7.845	
CHEMBL3759	CHEMBL340801	5.320	
CHEMBL4829	CHEMBL3407547	8.680	
CHEMBL3351	CHEMBL3407547	8.573	
CHEMBL3959	CHEMBL3402762	6.060	
CHEMBL3717	CHEMBL3402762	8.488	
CHEMBL4105907	CHEMBL340211	7.290	
CHEMBL3155	CHEMBL340211	6.930	
CHEMBL287	CHEMBL340211	6.390	
CHEMBL234	CHEMBL340211	7.124	
CHEMBL225	CHEMBL340211	5.840	
CHEMBL224	CHEMBL340211	7.270	
CHEMBL219	CHEMBL340211	8.185	
CHEMBL217	CHEMBL340211	6.768	
CHEMBL214	CHEMBL340211	8.105	
CHEMBL236	CHEMBL33986	7.920	
CHEMBL233	CHEMBL33986	9.747	
CHEMBL1743127	CHEMBL339427	4.260	
CHEMBL1743126	CHEMBL339427	5.030	
CHEMBL1743122	CHEMBL339427	4.100	
CHEMBL4026	CHEMBL3392776	6.160	
CHEMBL4789	CHEMBL3392049	5.290	
CHEMBL3969	CHEMBL3392049	5.450	
CHEMBL3912	CHEMBL3392049	5.380	
CHEMBL3729	CHEMBL3392049	5.210	
CHEMBL3594	CHEMBL3392049	5.760	
CHEMBL3510	CHEMBL3392049	5.540	
CHEMBL3242	CHEMBL3392049	5.270	
CHEMBL2885	CHEMBL3392049	5.790	
CHEMBL2326	CHEMBL3392049	5.110	
CHEMBL1293224	CHEMBL3392049	4.500	
CHEMBL1075138	CHEMBL3392049	5.000	
CHEMBL2864	CHEMBL339133	8.285	
CHEMBL4680043	CHEMBL338802	4.310	
CHEMBL1075138	CHEMBL33864	5.440	
CHEMBL3959	CHEMBL338604	6.865	
CHEMBL5685	CHEMBL33845	5.080	
CHEMBL4685	CHEMBL33845	4.160	
CHEMBL1781865	CHEMBL33845	4.000	
CHEMBL1293224	CHEMBL33845	4.400	
CHEMBL2362978	CHEMBL337702	6.110	
CHEMBL1075138	CHEMBL337702	6.500	
CHEMBL1075144	CHEMBL33720	5.180	
CHEMBL1075138	CHEMBL33720	5.450	
CHEMBL238	CHEMBL336920	6.175	
CHEMBL228	CHEMBL336920	8.595	
CHEMBL222	CHEMBL336920	7.545	
CHEMBL4398	CHEMBL336296	6.850	
CHEMBL2123	CHEMBL336296	6.260	
CHEMBL1075138	CHEMBL336296	4.400	
CHEMBL4093	CHEMBL3360975	6.512	
CHEMBL2808	CHEMBL3360975	6.640	
CHEMBL4005	CHEMBL3360203	7.410	
CHEMBL3267	CHEMBL3360203	7.167	
CHEMBL3145	CHEMBL3360203	6.930	
CHEMBL3142	CHEMBL3360203	5.320	
CHEMBL3130	CHEMBL3360203	7.640	
CHEMBL1075165	CHEMBL3360203	5.160	
CHEMBL4829	CHEMBL3359265	7.415	
CHEMBL3351	CHEMBL3359265	7.290	
CHEMBL2034	CHEMBL3358954	7.110	
CHEMBL4333	CHEMBL3358920	8.470	
CHEMBL3230	CHEMBL3358920	6.830	
CHEMBL256	CHEMBL3358920	5.480	
CHEMBL2274	CHEMBL3358920	7.610	
CHEMBL2593	CHEMBL3357685	8.460	
CHEMBL5932	CHEMBL3356433	8.212	
CHEMBL3836	CHEMBL3356433	7.443	
CHEMBL3231	CHEMBL3356433	6.410	
CHEMBL279	CHEMBL3355009	6.960	
CHEMBL3761	CHEMBL3354637	9.220	
CHEMBL2179	CHEMBL3354637	5.220	
CHEMBL2063	CHEMBL3354637	8.600	
CHEMBL1075131	CHEMBL3354637	4.300	
CHEMBL5493	CHEMBL3353541	6.320	
CHEMBL5838	CHEMBL3353410	8.680	
CHEMBL5251	CHEMBL3353410	6.280	
CHEMBL4599	CHEMBL3353410	7.150	
CHEMBL4247	CHEMBL3353410	6.750	
CHEMBL4246	CHEMBL3353410	6.490	
CHEMBL4105937	CHEMBL3353410	7.920	
CHEMBL3959	CHEMBL3353410	5.440	
CHEMBL240	CHEMBL3353410	5.515	
CHEMBL2252	CHEMBL3353410	4.480	
CHEMBL203	CHEMBL3353410	7.788	
CHEMBL1981	CHEMBL3353410	6.040	
CHEMBL1824	CHEMBL3353410	7.615	
CHEMBL1770034	CHEMBL3353410	5.530	
CHEMBL3864	CHEMBL3351077	4.980	
CHEMBL3166	CHEMBL3351077	4.680	
CHEMBL1287622	CHEMBL3351077	7.010	
CHEMBL2001	CHEMBL334966	8.918	
CHEMBL5810	CHEMBL3348923	5.970	
CHEMBL5491	CHEMBL3348923	6.600	
CHEMBL5319	CHEMBL3348923	7.200	
CHEMBL5146	CHEMBL3348923	6.530	
CHEMBL5145	CHEMBL3348923	5.420	
CHEMBL5122	CHEMBL3348923	6.640	
CHEMBL4267	CHEMBL3348923	5.790	
CHEMBL4224	CHEMBL3348923	6.030	
CHEMBL4223	CHEMBL3348923	6.760	
CHEMBL4014	CHEMBL3348923	7.000	
CHEMBL3961	CHEMBL3348923	6.170	
CHEMBL3956	CHEMBL3348923	5.680	
CHEMBL3886	CHEMBL3348923	6.350	
CHEMBL3836	CHEMBL3348923	5.990	
CHEMBL2897	CHEMBL3348923	6.840	
CHEMBL260	CHEMBL3348923	6.450	
CHEMBL2428	CHEMBL3348923	5.360	
CHEMBL2292	CHEMBL3348923	5.490	
CHEMBL2068	CHEMBL3348923	6.090	
CHEMBL1913	CHEMBL3348923	4.950	
CHEMBL1862	CHEMBL3348923	6.300	
CHEMBL1795199	CHEMBL3348923	5.750	
CHEMBL4523129	CHEMBL3348861	5.500	
CHEMBL2487	CHEMBL3348861	4.890	
CHEMBL4722	CHEMBL3348846	6.420	
CHEMBL4142	CHEMBL3348846	8.602	
CHEMBL3973	CHEMBL3348846	6.833	
CHEMBL3650	CHEMBL3348846	8.922	
CHEMBL279	CHEMBL3348846	7.485	
CHEMBL2742	CHEMBL3348846	8.464	
CHEMBL240	CHEMBL334491	6.070	
CHEMBL235	CHEMBL3341939	5.120	
CHEMBL1977	CHEMBL333950	7.504	
CHEMBL5113	CHEMBL3338866	5.783	
CHEMBL4792	CHEMBL3338866	8.783	
CHEMBL1293224	CHEMBL333826	5.500	
CHEMBL1075138	CHEMBL333826	4.500	
CHEMBL5652	CHEMBL3338194	7.850	
CHEMBL240	CHEMBL3338194	5.850	
CHEMBL5137	CHEMBL3337527	6.458	
CHEMBL4360	CHEMBL3335793	8.750	
CHEMBL2073704	CHEMBL3335793	7.700	
CHEMBL2073663	CHEMBL3335793	7.905	
CHEMBL2413	CHEMBL3334824	8.185	
CHEMBL3798	CHEMBL3334624	9.520	
CHEMBL3959	CHEMBL3334567	6.690	
CHEMBL3717	CHEMBL3334567	7.922	
CHEMBL279	CHEMBL333021	8.263	
CHEMBL3371	CHEMBL3329435	9.287	
CHEMBL288	CHEMBL332750	7.160	
CHEMBL262	CHEMBL3318007	5.800	
CHEMBL1806	CHEMBL3317856	4.260	
CHEMBL5748	CHEMBL3314565	4.230	
CHEMBL256	CHEMBL331382	7.330	
CHEMBL251	CHEMBL331382	6.120	
CHEMBL228	CHEMBL3306803	8.480	
CHEMBL224	CHEMBL3306803	9.270	
CHEMBL217	CHEMBL3306803	8.440	
CHEMBL3273	CHEMBL3304485	8.633	
CHEMBL2049	CHEMBL3301668	8.803	
CHEMBL1889	CHEMBL3301668	7.390	
CHEMBL1790	CHEMBL3301668	6.770	
CHEMBL3273	CHEMBL3301627	8.133	
CHEMBL3227	CHEMBL3301626	7.440	
CHEMBL240	CHEMBL3301626	5.150	
CHEMBL5251	CHEMBL3301625	8.241	
CHEMBL4246	CHEMBL3301625	8.210	
CHEMBL3905	CHEMBL3301625	5.360	
CHEMBL3834	CHEMBL3301625	5.570	
CHEMBL3308911	CHEMBL3301625	5.510	
CHEMBL2971	CHEMBL3301625	6.270	
CHEMBL2148	CHEMBL3301625	7.165	
CHEMBL203	CHEMBL3301625	6.360	
CHEMBL4644	CHEMBL3301624	7.880	
CHEMBL4608	CHEMBL3301624	5.720	
CHEMBL3795	CHEMBL3301624	8.340	
CHEMBL259	CHEMBL3301624	8.380	
CHEMBL6167	CHEMBL3301622	6.660	
CHEMBL6166	CHEMBL3301622	6.700	
CHEMBL5941	CHEMBL3301622	5.940	
CHEMBL5922	CHEMBL3301622	5.260	
CHEMBL5914	CHEMBL3301622	6.270	
CHEMBL5903	CHEMBL3301622	7.410	
CHEMBL5749	CHEMBL3301622	6.970	
CHEMBL5679	CHEMBL3301622	5.550	
CHEMBL5627	CHEMBL3301622	9.460	
CHEMBL5579	CHEMBL3301622	5.630	
CHEMBL5476	CHEMBL3301622	6.240	
CHEMBL5469	CHEMBL3301622	6.290	
CHEMBL5432	CHEMBL3301622	6.220	
CHEMBL5334	CHEMBL3301622	7.410	
CHEMBL5330	CHEMBL3301622	6.610	
CHEMBL5284	CHEMBL3301622	5.580	
CHEMBL5275	CHEMBL3301622	6.920	
CHEMBL5198	CHEMBL3301622	6.580	
CHEMBL5082	CHEMBL3301622	6.640	
CHEMBL5081	CHEMBL3301622	8.150	
CHEMBL5047	CHEMBL3301622	8.220	
CHEMBL5014	CHEMBL3301622	6.320	
CHEMBL4948	CHEMBL3301622	5.690	
CHEMBL4895	CHEMBL3301622	8.856	
CHEMBL4852	CHEMBL3301622	5.510	
CHEMBL4722	CHEMBL3301622	6.740	
CHEMBL4602	CHEMBL3301622	5.530	
CHEMBL4599	CHEMBL3301622	5.500	
CHEMBL4522	CHEMBL3301622	7.340	
CHEMBL4355	CHEMBL3301622	8.050	
CHEMBL4247	CHEMBL3301622	8.920	
CHEMBL4202	CHEMBL3301622	7.170	
CHEMBL4179	CHEMBL3301622	6.370	
CHEMBL4105975	CHEMBL3301622	6.700	
CHEMBL4105972	CHEMBL3301622	5.860	
CHEMBL4105970	CHEMBL3301622	6.330	
CHEMBL4105933	CHEMBL3301622	7.960	
CHEMBL4105885	CHEMBL3301622	6.820	
CHEMBL4105857	CHEMBL3301622	5.260	
CHEMBL4105854	CHEMBL3301622	6.300	
CHEMBL4105853	CHEMBL3301622	5.320	
CHEMBL4105818	CHEMBL3301622	6.680	
CHEMBL4070	CHEMBL3301622	6.020	
CHEMBL3982	CHEMBL3301622	6.730	
CHEMBL3981	CHEMBL3301622	6.830	
CHEMBL3959	CHEMBL3301622	5.770	
CHEMBL3938	CHEMBL3301622	6.530	
CHEMBL3830	CHEMBL3301622	7.600	
CHEMBL3829	CHEMBL3301622	6.770	
CHEMBL3788	CHEMBL3301622	7.750	
CHEMBL3778	CHEMBL3301622	5.750	
CHEMBL3709670	CHEMBL3301622	6.350	
CHEMBL3587	CHEMBL3301622	5.560	
CHEMBL3529	CHEMBL3301622	5.830	
CHEMBL331	CHEMBL3301622	5.710	
CHEMBL3234	CHEMBL3301622	5.800	
